NOP_method,LOC_method,CYCLO_method,NOLV_method,NOAV_method,CFNAMM_method,CDISP_method,NOM_type,NIM_type,LOC_type,LOCNAMM_type,CFNAMM_type,TCC_type,RFC_type,WMC_type,LCOM5_type,WOC_type,WMCNAMM_type,AMW_type,AMWNAMM_type,NOMNAMM_package,LOC_package,NOM_package,is_long_parameters_list
1.0,3.0,1.0,1.0,1.0,2.0,1.0,19.0,0.0,161.0,117.0,68.0,0.095588235,28.0,31.0,0.851851852,0.7777777779999999,24.0,1.631578947,1.6,56.0,874.0,74.0,0.0
1.0,6.0,1.0,2.0,5.0,0.0,0.0,148.0,61.0,1702.0,709.0,16808.0,0.162305149,312.0,195.0,0.989135953,0.33962264200000003,80.0,1.317567568,1.454545455,686.0,18923.0,1266.0,0.0
10.0,108.0,20.0,30.0,33.0,30.0,0.5,49.0,237.0,1271.0,1042.0,2383.0,0.066596195,394.0,144.0,0.9642857140000001,0.6190476189999999,126.0,2.93877551,3.6,387.0,14624.0,551.0,1.0
0.0,56.0,8.0,11.0,22.0,18.0,0.666666667,17.0,3.0,323.0,274.0,650.0,0.022222222000000003,53.0,43.0,0.9464285709999999,0.9090909090000001,37.0,2.529411765,2.3125,23.0,391.0,26.0,0.0
6.0,9.0,1.0,6.0,12.0,0.0,0.0,7.0,0.0,106.0,53.0,0.0,0.0,7.0,7.0,1.0,0.0,1.0,1.0,1.0,634.0,10542.0,699.0,1.0
0.0,3.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,16.0,16.0,0.0,1.0,3.0,3.0,0.5,1.0,3.0,1.0,1.0,198.0,4223.0,240.0,0.0
1.0,25.0,8.0,6.0,6.0,0.0,0.0,21.0,50.0,434.0,434.0,0.0,0.00952381,21.0,123.0,0.975,0.894736842,123.0,5.857142857,5.857142857,84.0,1568.0,101.0,0.0
2.0,163.0,33.0,28.0,40.0,4.0,0.28571428600000004,7.0,0.0,301.0,301.0,86.0,0.0,23.0,48.0,1.0555555559999998,1.0,48.0,6.857142857,6.857142857,32.0,928.0,32.0,1.0
4.0,26.0,9.0,4.0,4.0,0.0,0.0,19.0,0.0,161.0,117.0,68.0,0.095588235,28.0,31.0,0.851851852,0.7777777779999999,24.0,1.631578947,1.6,56.0,874.0,74.0,0.0
7.0,24.0,3.0,10.0,11.0,6.0,0.666666667,222.0,57.0,5381.0,4111.0,44777.0,0.022038687,384.0,682.0,0.9833600929999999,0.637681159,539.0,3.072072072,3.546052632,1076.0,33993.0,1556.0,1.0
7.0,26.0,3.0,12.0,20.0,16.0,0.9090909090000001,40.0,-1.0,2042.0,2042.0,12202.0,1.0,169.0,156.0,0.0,-1.0,156.0,3.9,3.9,415.0,12125.0,523.0,1.0
0.0,4.0,1.0,0.0,1.0,0.0,0.0,3.0,19.0,36.0,30.0,23.0,0.0,28.0,3.0,1.0,0.666666667,2.0,1.0,1.0,516.0,21006.0,599.0,0.0
7.0,5.0,1.0,7.0,8.0,0.0,0.0,21.0,0.0,787.0,787.0,162.0,0.035087718999999996,25.0,86.0,0.97,1.0,86.0,4.095238095,4.095238095,783.0,11259.0,840.0,1.0
1.0,44.0,8.0,7.0,9.0,0.0,0.0,23.0,0.0,307.0,295.0,0.0,0.12857142900000001,23.0,33.0,0.875,0.954545455,32.0,1.434782609,1.454545455,34.0,1229.0,42.0,1.0
0.0,10.0,2.0,1.0,3.0,2.0,1.0,13.0,522.0,459.0,435.0,372.0,0.8,47.0,16.0,0.903846154,0.333333333,14.0,1.230769231,1.2727272729999999,193.0,6579.0,256.0,0.0
0.0,47.0,11.0,8.0,19.0,17.0,0.444444444,123.0,77.0,1957.0,1669.0,51801.0,0.012612613,571.0,273.0,0.9921068609999999,0.404145078,234.0,2.219512195,2.489361702,198.0,4223.0,240.0,0.0
2.0,51.0,9.0,7.0,18.0,10.0,0.625,2.0,0.0,95.0,95.0,26.0,1.0,11.0,11.0,1.0,1.0,11.0,5.5,5.5,634.0,10542.0,699.0,1.0
4.0,6.0,1.0,4.0,8.0,0.0,0.0,1.0,0.0,16.0,16.0,0.0,1.0,1.0,1.0,0.0,0.2,1.0,1.0,1.0,40.0,1690.0,42.0,1.0
0.0,4.0,1.0,0.0,1.0,1.0,0.0,51.0,-1.0,277.0,183.0,1879.0,0.43102040799999997,85.0,52.0,0.36,-1.0,37.0,1.019607843,1.027777778,1247.0,18514.0,1653.0,0.0
0.0,140.0,16.0,6.0,30.0,11.0,0.75,6.0,46.0,364.0,364.0,177.0,0.333333333,128.0,45.0,0.7333333329999999,1.0,45.0,7.5,7.5,516.0,21006.0,599.0,1.0
3.0,11.0,3.0,6.0,6.0,2.0,1.0,16.0,245.0,579.0,551.0,547.0,0.109090909,360.0,58.0,0.8444444440000001,0.846153846,56.0,3.625,4.0,502.0,18042.0,690.0,0.0
0.0,3.0,1.0,0.0,1.0,0.0,0.0,40.0,0.0,593.0,549.0,1815.0,0.0,75.0,78.0,1.025641026,0.783783784,68.0,1.95,2.125,748.0,17025.0,928.0,0.0
1.0,30.0,8.0,10.0,13.0,8.0,0.25,36.0,18.0,580.0,542.0,1609.0,0.35416666700000005,93.0,73.0,0.76,0.9117647059999999,70.0,2.027777778,2.121212121,564.0,9554.0,584.0,0.0
0.0,3.0,2.0,0.0,1.0,2.0,1.0,47.0,0.0,734.0,666.0,2944.0,0.108527132,78.0,136.0,0.93115942,0.846153846,121.0,2.8936170210000003,2.9512195119999998,748.0,17025.0,928.0,0.0
1.0,99.0,20.0,17.0,19.0,16.0,0.5555555560000001,222.0,57.0,5381.0,4111.0,44777.0,0.022038687,384.0,682.0,0.9833600929999999,0.637681159,539.0,3.072072072,3.546052632,1076.0,33993.0,1556.0,1.0
0.0,18.0,1.0,0.0,2.0,4.0,1.0,14.0,539.0,271.0,114.0,108.0,0.0,16.0,26.0,0.934065934,0.333333333,13.0,1.857142857,1.857142857,35.0,646.0,47.0,0.0
2.0,22.0,6.0,6.0,7.0,8.0,0.6,143.0,0.0,3849.0,3849.0,129220.0,0.003740065,685.0,478.0,0.9859154929999999,1.0,478.0,3.342657343,3.342657343,756.0,17329.0,801.0,0.0
9.0,14.0,2.0,9.0,9.0,0.0,0.0,27.0,-1.0,645.0,645.0,8.0,0.0,28.0,60.0,1.038461538,-1.0,60.0,2.222222222,2.222222222,381.0,7829.0,395.0,1.0
0.0,3.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,23.0,18.0,0.0,0.0,5.0,5.0,0.0,0.8,4.0,1.0,1.0,76.0,1343.0,128.0,0.0
3.0,77.0,16.0,7.0,19.0,12.0,0.41666666700000005,22.0,0.0,603.0,603.0,892.0,0.333333333,69.0,114.0,0.9642857140000001,1.0,114.0,5.181818182,5.181818182,32.0,928.0,32.0,0.0
3.0,26.0,11.0,7.0,7.0,0.0,0.0,98.0,516.0,1350.0,995.0,9678.0,0.071103983,185.0,277.0,0.980277902,0.6,203.0,2.826530612,2.85915493,322.0,6298.0,410.0,0.0
1.0,50.0,14.0,4.0,13.0,15.0,0.6,10.0,33.0,189.0,173.0,246.0,1.0,75.0,40.0,0.666666667,0.833333333,37.0,4.0,4.625,690.0,21327.0,989.0,1.0
1.0,4.0,1.0,1.0,3.0,1.0,0.0,2.0,0.0,11.0,11.0,5.0,1.0,3.0,2.0,1.0,0.666666667,2.0,1.0,1.0,40.0,1690.0,42.0,0.0
1.0,67.0,21.0,9.0,11.0,2.0,0.5,47.0,79.0,1913.0,1812.0,4405.0,0.154654655,279.0,240.0,0.959782609,0.75,227.0,5.106382979,5.820512821,516.0,21006.0,599.0,1.0
3.0,89.0,23.0,18.0,33.0,32.0,0.38888888899999996,36.0,0.0,1485.0,1485.0,2294.0,0.033846153999999996,90.0,212.0,0.914285714,1.0,212.0,5.8888888889999995,5.8888888889999995,311.0,6940.0,384.0,1.0
1.0,22.0,6.0,5.0,10.0,12.0,0.428571429,31.0,46.0,1068.0,1050.0,8825.0,0.391625616,301.0,117.0,0.951515152,0.75,115.0,3.774193548,3.965517241,516.0,21006.0,599.0,0.0
0.0,1.0,1.0,0.0,1.0,0.0,0.0,33.0,57.0,150.0,84.0,14.0,0.173789174,35.0,48.0,0.86875,0.214285714,26.0,1.454545455,2.363636364,193.0,6579.0,256.0,0.0
1.0,4.0,2.0,1.0,2.0,0.0,0.0,62.0,12.0,1140.0,1060.0,9160.0,0.0,114.0,175.0,1.016393443,0.86440678,160.0,2.822580645,2.9629629630000003,748.0,17025.0,928.0,0.0
0.0,3.0,1.0,0.0,1.0,0.0,0.0,6.0,0.0,52.0,16.0,0.0,0.333333333,6.0,6.0,0.8,0.333333333,2.0,1.0,1.0,57.0,889.0,86.0,0.0
1.0,47.0,7.0,8.0,25.0,8.0,0.571428571,23.0,-1.0,530.0,314.0,897.0,0.169590643,108.0,138.0,0.942815249,-1.0,68.0,6.0,4.8571428569999995,523.0,6037.0,728.0,0.0
0.0,13.0,2.0,1.0,7.0,2.0,1.0,33.0,534.0,1043.0,1015.0,1530.0,0.1,104.0,70.0,0.9418402779999999,1.0,68.0,2.121212121,2.193548387,193.0,6579.0,256.0,0.0
5.0,19.0,2.0,8.0,15.0,6.0,0.666666667,22.0,0.0,603.0,603.0,892.0,0.333333333,69.0,114.0,0.9642857140000001,1.0,114.0,5.181818182,5.181818182,32.0,928.0,32.0,1.0
3.0,6.0,1.0,3.0,6.0,0.0,0.0,13.0,10.0,372.0,336.0,0.0,0.0,13.0,13.0,1.0,0.2,9.0,1.0,1.0,34.0,1229.0,42.0,0.0
1.0,31.0,5.0,5.0,6.0,8.0,0.25,45.0,0.0,1585.0,1519.0,958.0,0.067073171,61.0,87.0,0.9718614720000001,0.775510204,78.0,1.9333333330000002,1.902439024,640.0,19667.0,781.0,0.0
1.0,5.0,1.0,1.0,4.0,0.0,0.0,12.0,0.0,112.0,58.0,0.0,0.194444444,12.0,12.0,0.848484848,0.5,6.0,1.0,1.0,57.0,889.0,86.0,0.0
4.0,32.0,5.0,8.0,12.0,6.0,0.333333333,57.0,-1.0,1660.0,1404.0,6529.0,0.05389610400000001,152.0,174.0,0.947544643,-1.0,151.0,3.052631579,3.595238095,387.0,14624.0,551.0,0.0
3.0,11.0,3.0,7.0,8.0,4.0,1.0,1.0,0.0,14.0,14.0,8.0,1.0,4.0,3.0,0.0,-1.0,3.0,3.0,3.0,225.0,5489.0,227.0,0.0
6.0,10.0,1.0,6.0,0.0,0.0,0.0,25.0,133.0,598.0,598.0,768.0,0.0,206.0,51.0,0.0,1.0,51.0,2.04,2.04,669.0,19441.0,821.0,1.0
9.0,12.0,1.0,9.0,9.0,1.0,0.0,3.0,-1.0,1705.0,1705.0,108.0,1.0,29.0,27.0,0.0,-1.0,27.0,9.0,9.0,482.0,16188.0,569.0,1.0
3.0,9.0,2.0,3.0,4.0,2.0,1.0,76.0,15.0,1659.0,1454.0,3934.0,0.048033125999999995,120.0,146.0,0.9784946240000001,0.634146341,127.0,1.9210526319999999,2.081967213,190.0,8318.0,262.0,0.0
4.0,6.0,1.0,4.0,8.0,0.0,0.0,1.0,0.0,16.0,16.0,0.0,1.0,1.0,1.0,0.0,0.2,1.0,1.0,1.0,40.0,1690.0,42.0,1.0
1.0,33.0,8.0,4.0,12.0,2.0,1.0,34.0,0.0,585.0,499.0,704.0,0.302955665,52.0,89.0,0.886868687,0.6875,79.0,2.6176470590000003,3.291666667,311.0,6940.0,384.0,0.0
1.0,32.0,7.0,4.0,5.0,0.0,0.0,9.0,0.0,245.0,221.0,0.0,0.666666667,9.0,30.0,0.75,0.8888888890000001,28.0,3.333333333,3.5,132.0,2816.0,150.0,0.0
